Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
4.70E+05,23848,58,15505,484,-10800,2
1414.5,4211.1,25,102,52,-887.34,4
2981.9,4872.1,36,248,70,-1142.6,3
52395,13291,58,2333,289,-6014.2,5
30558,9493.1,128,1747,172,-3358.4,5
11387,7120.3,24,655,130,-3334.5,0
26866,8948.7,91,1402,159,-2987.3,3
51.749,2203.2,6,4,32,-511,1
4683.7,5660.5,20,344,86,-963.57,1
90305,15209,52,2058,222,-2279.3,3
3.45E+05,19467,97,11562,461,-11200,5
8544.1,7505.3,64,517,110,-3733.4,0
13515,7529.2,53,807,120,-482.16,5
4.45E+05,24483,83,10398,428,-14371,0
3148.7,4891.8,52,224,66,-1245.6,4
70394,12198,26,2971,203,-4031.1,0
2412.9,6073.7,18,184,82,-1381.1,4
9230.4,7860.1,17,553,137,-3097.9,3
96066,14393,54,4250,294,-5713.1,4
2.79E+05,22805,101,8351,537,-10001,3
10265,9531.6,36,588,154,-2410.4,2
2177.9,3858.2,20,165,54,-1113.4,2
5575.5,7075.2,70,346,106,-2302.8,5
2.52E+05,20257,61,8869,539,-14902,3
51209,13377,35,2464,233,-2478,2
10732,7818.7,17,654,125,-3209.9,0
9529.8,8273.2,15,554,137,-2820.2,3
25614,9481,33,1415,174,-3280.6,4
16652,8894.2,80,843,142,-2732.9,3
9518.4,8083.6,97,490,129,-2939.7,2
3.44E+05,24959,137,10551,529,-13567,0
12529,7326.2,30,731,132,-3098,0
41879,11886,193,2063,247,-5379.5,0
11131,8705.6,37,654,157,-3080.8,4
11238,5950.5,22,765,103,-1924.1,4
1.71E+05,12888,62,7333,300,-6819.7,0
13971,6826.4,87,809,121,-2521,3
46046,12628,71,2062,273,-5891.4,4
1.45E+05,16561,180,5846,361,-7442.1,4
28884,8738.2,35,1626,180,-3425.8,5
4368.9,5189.8,20,343,85,-1490.9,4
39762,10725,134,2124,234,-4497.5,0
9786.9,7812.4,67,518,108,-1801.3,5
60255,13064,35,2754,246,-4971.8,3
46877,11901,24,2188,214,-5510.9,3
31914,11167,102,1639,229,-5151.7,0
15175,7601.5,70,970,133,-2714.9,3
2.18E+05,17267,257,8983,371,-6872.3,0
16468,8639.4,78,844,141,-2742.5,5
32317,10437,153,1633,191,-5759.5,0
29992,9776.2,31,1363,157,-828.73,5
25385,8845.3,34,1520,157,-3123.6,3
1.45E+05,14123,164,6057,308,-6046.5,4
5240,6742.5,69,346,106,-2438.6,0
11936,8528,84,692,127,-2534.5,2
4737.4,8406.8,27,272,130,-2626.9,4
12049,6559.4,9,766,105,-1842,2
2.85E+05,23185,83,8869,540,-14699,3
4124,5776.8,127,317,88,-1535.1,2
98681,14745,54,4350,337,-11224,0
20146,9150.9,80,1161,162,-3495.4,2
24293,9820.8,33,1361,181,-3107.7,0
68.189,2591.4,97,6,34,-479.63,2
61794,13247,32,2754,248,-5691.3,3
4265.7,5071.5,19,293,89,-914.79,2
21528,9667.8,95,1160,172,-3697.6,0
5.53E+05,29792,110,16422,654,-20169,0
1.64E+05,15286,65,6404,330,-7322.6,0
1.81E+05,23517,66,4724,385,-8840.5,0
9267.6,8805.9,278,430,153,-1798.2,0
27116,11368,39,1111,165,-644.85,3
24902,8549.2,30,1520,157,-3249.3,3
6411.2,5726.7,65,459,92,-1983,0
22985,9492.7,31,1313,177,-3786,5
90465,13365,45,3886,253,-4010.5,3
29646,8059.9,43,1627,179,-3969.9,0
7644.1,6597.1,68,456,105,-1648.3,3
38961,10420,28,2117,192,-4119.3,4
24133,9373,27,1252,155,-2835.6,5
1.60E+05,18513,84,6291,387,-10199,3
75671,15959,78,3137,335,-8382.6,0
2843.8,5040.2,42,224,66,-1216.6,5
38618,8884.7,51,2054,180,-3849.6,5
13832,8172.8,19,889,152,-2559.4,0
13691,7163.4,41,803,95,-1403.5,4
49027,13255,46,2058,223,-2729.6,3
11946,8466.6,69,620,137,-2728.4,3
5811.1,6542.2,10,368,88,-2686.3,0
3331.6,5437.6,38,248,71,-1083.9,4
34410,9819.6,129,1692,209,-4516.8,4
68962,11416,124,3372,246,-4718.7,1
63953,17507,68,2755,291,-6749.8,0
60641,12130,31,2755,247,-6008.6,3
2.18E+05,18202,64,8340,400,-10079,0
4289.2,5378.3,10,318,78,-533.07,2
1.91E+05,19220,73,5750,417,-10631,0
1.52E+05,18667,258,5753,465,-12146,0
49986,14137,118,2065,255,-7185.7,0
3000.7,4837.3,43,223,67,-1215.9,3
23052,9595.6,15,1110,165,-1022.1,3
92062,13751,63,3884,255,-4799.3,3
5.05E+05,19554,50,18061,447,-10839,0
26728,9831.8,16,1115,157,-1703.6,0
12096,8733.1,87,619,135,-2656.3,3
1.50E+05,15422,196,5643,369,-8132.7,0
2156.6,4083.9,20,165,54,-957.75,2
16711,8735.7,74,843,141,-2771.7,4
4290.6,5853.9,23,340,72,-1154.8,5
2201.4,4070.5,20,165,53,-999.89,3
35072,10264,108,1691,207,-4414.5,5
5322.8,6337.9,7,291,78,-2369.9,1
9440.9,7737.9,100,491,129,-2937,2
34794,10241,151,1637,205,-4704.4,0
26082,9024.6,29,1365,156,-2810.2,3
26965,9365.5,99,1402,157,-2919.7,4
52507,13966,53,2335,289,-5991,4
9945.9,7209.2,24,617,131,-2672.3,0
51963,13239,128,2467,273,-6368.3,0
7040.7,7851.7,37,427,109,-2014.3,5
7585.4,5672.3,73,457,103,-1875.3,2
26535,9467.6,46,1361,180,-3279.4,0
10535,5886.3,38,653,114,-1654.4,0
74830,12399,30,3631,248,-3980.5,3
4268.3,5798.3,123,319,88,-1553,2
9419.9,8342.4,85,489,130,-2787.9,4
11314,8100.5,29,732,165,-2924.4,0
7517,5446.5,75,458,104,-1975.1,2
95962,15206,184,4074,367,-9007.1,0
1.16E+05,15520,46,4425,271,-5349.1,3
50417,12425,29,2463,235,-2920.9,2
53151,12139,21,2327,214,-5291.7,0
85759,10629,24,3451,220,-1759.1,3
1.14E+05,11538,48,4906,236,-3381.3,3
1.04E+05,14874,46,4250,290,-7307.9,0
31377,11678,38,1414,165,-1830.2,4
79584,14769,66,3466,320,-6999.7,5
10832,6803.6,100,726,117,-2813.7,0
2162,3778.9,19,165,55,-1136.3,2
9865.8,5664,44,651,99,-1859.1,5
11873,6408,8,764,104,-1804.6,2
11971,7936.7,71,694,129,-2504.4,4
11041,5892.1,26,763,101,-1897.1,4
5656.8,7050.4,16,291,79,-2060.8,2
30183,9346.5,119,1747,171,-3425.5,5
38044,10799,99,1751,205,-3925,3
34550,9715.6,86,1922,177,-3464.9,4
4.72E+05,25343,54,15505,484,-11401,3
13395,8491,37,806,133,-2427.7,5
39331,11334,38,1415,167,-2461,4
74748,11765,30,3630,248,-4980.1,2
14015,8547.8,18,728,148,-2858.9,5
11235,8266.9,23,588,136,-2207.6,0
60699,14060,27,2753,248,-5321.4,3
60774,13268,26,2753,248,-4571.6,3
56340,12402,48,2193,223,-4599.6,3
3.50E+05,23922,69,11735,507,-11556,0
5309.4,6902.2,73,346,108,-2304.1,5
81199,11215,139,3970,252,-7185.1,0
1.12E+05,11648,48,4905,234,75300,4
10073,6568.6,257,586,108,-2981.8,0
4368.7,5281.6,16,291,89,-1529.5,2
9822.9,7665.8,16,620,123,-2395.8,4
10290,10018,35,586,153,-2069.7,2
3619.3,4508.6,7,268,64,-1604.4,0
31445,9374.8,12,1745,179,-5168.3,0
40399,10429,69,2180,160,-2573.9,5
6.36E+05,24281,86,19436,655,-15074,0
37448,12586,32,1581,234,2978.7,3
34151,10636,65,1692,184,-5527.6,0
73216,12372,30,3631,250,-4917.9,2
17568,6337.4,9,1106,115,-2918.9,0
1.81E+05,21199,102,5537,450,-10001,2
88316,11787,53,3624,263,-6956.6,0
1.57E+05,15645,72,6068,360,-8324.3,0
91700,12123,62,3884,253,-4608,4
2162,3950.4,29,166,53,-988.37,2
43198,10100,46,2317,189,-4532.4,0
4126.1,5748.9,125,317,87,-1577.3,2
28739,9166.9,31,1626,178,-3461,4
9413,6363,35,585,100,-2355.2,0
49.734,2408.7,91,5,34,-567.68,4
74359,15245,27,2395,255,-6676.8,0
1888.2,4371,8,165,64,-996.08,3
1.16E+05,11944,53,4906,236,-4638.8,3
25705,9610.5,26,1415,175,-3446,4
22740,8253.8,24,1207,139,-1808.4,0
22129,8208,81,1157,145,-2943.7,5
4700.3,7650.4,30,271,130,-2750.6,5
6541.7,6753.3,12,395,118,-2099.1,5
16844,10442,18,732,159,-5198,0
52252,14193,34,2464,235,-3031.1,3
1.19E+05,15624,52,4425,272,-5480.6,2
4718.9,8151.6,29,272,130,-2726.3,5
2.74E+05,19904,263,10533,460,-9938.8,0
4533.1,5698.4,19,339,71,-1172.6,3
1.34E+05,14399,52,5841,290,-5512,0
4.76E+05,25252,67,15504,483,-11701,4
2145.9,3754.6,13,160,42,-551.4,5
28081,8736.2,28,1415,167,-2629,4
4.01E+05,22596,341,12663,535,-13507,0
1.86E+06,38407,199,40370,808,-19959,0
40505,11435,90,1754,189,-5948.6,0
3237.7,5016.3,27,250,70,-1148.2,4
80852,15668,54,2059,222,-3219,3
26631,8708.3,26,1365,156,-2359.3,3
45736,11573,44,2059,223,-1779.8,3
2.62E+05,17572,54,9529,381,-10117,0
28895,9495.9,30,1524,180,-4078.3,0
96281,14588,49,4249,294,-5733.2,3
53514,13641,38,2187,215,-5201.1,3
24938,9035.9,16,1313,178,-4257.1,0
3051.8,4375.8,42,248,72,-1384.1,0
10409,7079.7,19,517,123,-2049.7,0
29210,8892.7,36,1627,179,-3408.5,5
19716,9603.4,28,1068,187,-4447.4,0
4220.1,5140.8,19,291,89,-1151,1
11107,5759.6,40,764,104,-1866.1,5
13316,6686.8,17,804,95,-1572.7,2
9506.7,7918.3,102,491,131,-3016.3,2
26813,9882.3,29,1415,175,-3324.5,4
71437,11983,45,3374,248,-4457.7,2
16613,8694.8,85,845,143,-2778.7,3
1.13E+05,17448,107,4638,440,-12061,0
77157,10529,32,2250,159,-4187.8,0
79471,12781,47,3538,272,-6091.1,4
75062,12345,21,3630,250,-5400.3,3
36769,12904,24,1582,233,-2320.7,2
9256.8,8220.7,19,554,139,-2900.8,2
2.37E+05,18096,192,7709,382,-9180.6,0
4367.5,5659.3,22,293,88,-807.47,2
28253,10264,27,1520,193,-2410.2,4
79040,12790,53,3538,271,-4920.5,3
41885,9782.6,27,1993,214,-4571.8,0
14013,7318.2,87,810,121,-2389.9,3
2.44E+05,22012,85,8350,537,-11001,3
38169,9819.4,43,2055,181,-3677.8,5
4246.5,5729.9,126,317,88,-1549,2
1.08E+05,14506,50,4620,322,-6670.9,4
49354,11824,19,2676,216,-4730.5,4
52004,9753.3,40,2600,189,-2637.8,3
5.15E+05,22259,143,18067,539,-11613,4
4067.2,6838.5,29,268,90,-1561.7,0
38299,9702.6,45,2053,181,-3839.1,4
19004,9092.9,21,1019,163,-3379.8,0
3.04E+05,25002,104,8351,537,-8988.7,3
31325,9604.9,73,1922,175,-3471.6,3
4675.5,8518.3,27,270,131,-2554.7,5
9766.8,8266,20,555,139,-2824.4,4
1933.7,4157.6,4,167,63,-1085.9,3
29022,10523,31,1418,207,-3790.4,0
90323,12907,51,3719,276,-6767.5,0
90420,13733,50,3617,251,-5367.9,0
1.63E+05,18680,94,6289,388,-11099,3
26438,9646.2,55,1410,152,-3808.7,0
2754.8,4929.1,50,224,68,-1261.4,2
47129,9633.4,112,2392,207,-2702.8,0
52236,9559.2,39,2600,188,-2199.5,3
75836,12813,78,3294,256,-4582.1,0
4.93E+05,26501,113,14493,662,-16684,0
1.43E+05,15924,51,5746,361,-9267.2,0
1.63E+05,16801,86,6744,351,-7493.2,2
98476,16899,65,2604,298,-6290.6,0
3148.2,4521.2,36,249,72,-1211.9,4
2.55E+05,18401,90,9686,475,-9731.8,0
1.61E+05,15462,60,6187,353,-8745.3,0
36477,8175.3,15,1926,145,-2659.9,0
76048,11100,47,3707,245,-7498.2,0
7.45E+05,33130,119,21047,751,-17675,0
5.42E+05,25380,119,15868,558,-13546,0
57.807,2929.3,91,5,34,-177.86,4
89638,14492,76,3796,280,-6243,0
27256,10913,51,1470,215,-4251.2,3
11239,6047.8,26,763,103,-1887.3,4
4344.6,5134.4,15,340,71,-1300,5
67591,12645,60,1584,208,-4838.1,0
45341,11310,31,2188,216,-4708.9,4
5.16E+05,22570,114,18067,539,-10922,4
3953.2,4899.3,19,292,87,-1590.6,3
10314,6510.8,15,689,110,-3270.9,3
1.53E+05,18898,81,5538,448,-9480.2,2
9276.6,7326,21,553,139,-3213,2
12594,9712.7,85,618,135,-2580.2,4
85711,10520,28,3451,219,-3011,3
3926.1,6652.6,68,248,102,-2192.4,4
9619.6,8635.3,98,490,130,-2554.6,2
60648,10662,37,2673,216,-5207.6,0
29885,9259.9,119,1747,172,-3292.5,4
49956,13505,34,2463,234,-4000.4,3
60356,14493,64,2139,300,-6140.1,0
7349.1,6131.1,49,546,94,-1623.9,2
50626,13259,34,2463,234,-4090.1,3
76545,12052,50,3212,263,-5748.7,5
50809,11312,31,1752,194,-3788.1,0
84160,15539,55,3371,302,-6170,0
2175.8,4021.7,21,165,55,-1077.3,1
9174.2,7722.5,24,516,101,-900.51,4
32862,9012.8,87,1923,177,-3929.9,0
4660.1,8249.9,28,272,132,-2603.1,4
1.17E+05,15187,61,3381,259,-6820.4,0
2955.2,5120.8,46,224,66,-1117.1,5
85416,10537,22,3451,220,-2170.5,3
58969,13159,44,2192,224,4339.1,4
60595,14050,22,2187,214,-5129.7,3
68182,13500,56,2193,224,-2040,2
2.98E+05,19999,347,10686,525,-13329,0
9888.1,8944.7,99,489,131,-2544.6,3
24152,9990.3,68,1265,199,-5248.1,0
48080,12228,37,2256,249,-3344.7,0
10315,9956.6,37,588,155,-1119.2,3
1.74E+05,17682,65,6745,403,6300.5,3
33302,12209,122,1579,197,-3862.9,0
4046.7,4274.6,12,340,71,-1434.1,5
34584,10460,135,1691,209,-4411.7,4
25899,9972.3,19,1112,165,-773.32,3
93179,15505,52,3631,323,-7543,0
4141.8,5174.1,10,318,78,-1170,2
98134,12746,14,3450,220,-2490.2,3
4859.3,6612.2,66,247,92,-2022.4,0
50824,12112,28,2061,215,-4883.2,0
11213,5715,23,765,101,-1913.9,4
13857,8873.6,22,730,149,-2936.8,4
43307,10202,32,2060,199,-4973.2,0
1444.1,3865.2,37,134,53,-978.7,2
50140,11143,25,2678,215,-5099.5,2
5640.1,6060.8,18,371,99,-2248.3,0
30322,8541,33,1512,133,-2051,4
1.16E+05,16401,54,4427,272,-4670.7,2
3.01E+05,19924,81,10101,446,-8461.6,0
29198,8841.1,35,1627,179,-3404.9,5
1.76E+05,14982,80,7097,368,-9014.4,0
20104,8710,80,1162,164,-3321.1,5
51164,8615.6,23,2600,187,-4119.3,4
87582,11428,29,3450,221,-3320.2,4
4429.2,5522.2,16,293,89,-899.2,2
21769,8782.1,18,1112,166,-396.34,3
39184,9382.1,16,1884,196,-3368,3
34220,10106,79,1921,176,-3425,4
1.10E+05,16564,38,4620,323,-5099.1,4
59724,14943,141,2609,305,-6553.5,3
60863,13405,41,2754,246,1628.3,3
24630,8515.8,34,1520,156,-3131.5,4
1.20E+05,13551,125,5217,279,-8073.5,0
5256.4,6546.9,8,292,78,-1699.9,2
26982,9254,33,1413,166,-2770.1,5
9280.6,7458.7,25,555,138,-3111.5,3
16618,9022.1,-1,845,143,-1399.5,5
4331.4,5436,17,291,87,-1401.6,2
1.68E+05,22630,85,5959,355,-5380.5,0
1.43E+05,14385,158,6056,307,-6139.8,3
14696,7654,22,807,136,-2223.6,0
53006,9860.3,34,2599,187,-2919.1,5
76057,12708,49,3211,262,-5448.2,4
17200,9464.9,73,845,143,-2612.5,4
51111,12962,46,2396,285,-6605.4,0
2.81E+05,25437,83,8870,539,-11500,4
1990.7,4152.1,7,167,62,-1075.4,3
65899,11809,32,2977,231,-6551,0
2095.4,3735,23,164,55,-1047.9,2
33994,11204,36,1415,166,-1288.3,3
51954,13526,34,2465,235,-3650.2,3
4.05E+05,21992,61,14126,472,-7701,4
27718,10844,26,1521,195,-1510.8,4
33647,9907.4,88,1923,175,-3550.7,4
14995,10299,39,660,155,-2608.4,0
20521,8894.1,94,1162,163,-3473.1,4
1.40E+05,16917,69,5536,450,-12600,2
27555,9905.2,34,1521,195,-2902,4
27663,9454.8,102,1404,158,-2981.7,4
17876,8745.6,60,969,144,-4436,0
51201,9310.1,26,2600,188,-2960.5,3
5795.9,6018.4,17,396,92,-311.69,0
6959,5947.4,45,544,93,-1625.3,4
1.75E+05,16803,82,6747,403,-6738.8,3
26704,10414,32,1467,198,-3446.7,0
2.61E+05,24874,71,8871,540,-8682,3
1.65E+05,14801,196,6521,329,-8298.1,0
16870,8778.4,25,931,162,-2480.8,0
43248,10071,28,2251,219,-5476.8,0
28545,10123,28,1521,193,-2761.3,5
28338,9730.7,99,1403,158,-2836.5,4
11113,6157.4,22,763,103,-1873.3,4
4.15E+05,22688,59,14124,474,-7368.1,3
57005,11609,51,2677,252,-6768,0
1.46E+05,14501,156,6058,309,-6139,4
43723,13110,67,2059,223,132.18,3
24772,8825.9,38,1519,158,-2402.9,3
13202,6760.9,17,804,97,-1519.1,2
60348,15184,129,2609,305,-6340.4,3
1.53E+05,14686,94,6291,388,-7531.3,4
12235,8899.2,88,620,137,-2797.4,4
51956,13944,42,2334,287,-5898.7,5
7257.4,6039.7,48,544,93,-1583,4
4.14E+05,22533,61,14124,472,-8719.6,2
8682.6,6949,19,517,102,-2599.5,4
1.59E+05,16961,80,6295,401,-10177,0
38992,9437.6,21,1885,196,-1527.8,4
1.42E+05,16542,310,5429,387,-10711,0
74013,14450,38,3129,307,-6234.5,0
1.15E+05,12415,42,4905,235,-3120.2,3
2.69E+05,22883,87,8871,539,-14100,3
90810,13541,43,3885,254,-3400.7,4
4125.1,6977.1,47,293,113,-3331.7,0
22451,8742.4,82,1164,153,-3071.5,0
1.12E+05,16301,44,4619,322,-2300.5,3
2947.3,5080.7,43,225,67,-1183.7,3
2.33E+05,19742,51,7709,441,-9653.1,0
21043,8939.7,39,1019,150,-3562.8,0
36582,10019,42,1998,196,-4259.1,4
5200.2,6618.6,49,345,106,-2219.1,3
2173.9,4036.4,21,165,53,-911.23,4
1.12E+05,13657,55,4531,313,-7774.5,0
25599,9365.5,23,1415,174,-3398.3,4
1830.1,3667.4,7,165,64,-1253.6,0
78514,11085,27,3619,214,-5621.6,0
14197,7142.3,87,809,119,-2394.1,3
54.059,2444.1,96,6,32,-271.83,3
51176,8625.5,22,2599,188,-3881.3,3
50116,11667,23,2676,217,-3960.8,4
64.122,2490.3,96,6,33,-473.97,4
45003,9761.8,41,2189,214,-4991.2,4
98686,16432,34,3631,306,-6109.5,0
14046,6953.5,89,809,120,-2321.6,4
9174.4,7595.4,30,555,137,-2851.6,3
2.24E+05,19869,278,8220,465,-12727,0
94472,15560,196,3988,399,-11955,0
1.62E+05,14591,66,6627,363,-8437.6,0
28658,9442.1,36,1363,155,-3101,4
81817,15548,52,2058,224,-2871.7,3
14263,8283.2,20,805,138,-1954.6,0
94748,13719,47,4250,295,-5666.4,5
45916,9642.7,62,2255,230,-4685.6,0
38057,9589.4,44,2055,181,-3621.8,4
1.35E+06,36715,133,31561,972,-24253,0
59151,12577,25,2676,217,-6179,4
5754.6,7180.7,15,291,79,-2201.6,2
2247.7,4095.3,20,166,55,-1125.2,1
14051,8618.9,99,733,171,-3110,0
12861,7134.1,14,808,133,-2385,0
76474,17239,47,3140,358,-9840.6,0
1.41E+05,14165,82,5843,315,-1411.6,4
52.436,2568.5,92,5,33,-375,4
2232.4,6145.2,13,184,81,-1417.6,4
83879,10749,24,3449,219,-2210.4,3
78461,13215,40,3461,282,-7164.6,0
26204,9502.8,120,1468,181,-3733.7,0
39272,9512.6,26,1885,196,-2719.1,3
53818,10648,31,2672,198,-5323.8,0
36358,11315,56,1815,255,-6391.3,0
22342,7780.4,30,1260,162,-3325.9,0
11177,8963.7,47,653,157,-3158.5,4
56571,10643,148,2673,236,-5541.7,0
15276,10785,33,732,189,-3002.1,0
37911,9830.6,49,2054,180,-3602.3,5
4.76E+05,25151,40,15506,484,-10599,2
51.975,2479.7,96,4,32,-351.12,2
35605,9007.6,18,1574,167,-3923,0
12130,8636,93,620,137,-2739.7,3
43935,10748,107,2189,214,-4227.8,0
16359,8231.6,24,803,119,-4554.1,0
39561,11340,72,2118,192,-3818.1,4
29182,12468,21,1258,211,-5754.9,0
1.49E+05,18256,63,5544,368,-10333,0
1.16E+05,16205,64,4426,271,-4808.7,3
85913,11146,19,3449,220,-3561.3,3
54283,13546,67,2193,223,-3730.5,5
26308,9749.2,22,1416,174,-3351.9,3
12485,8130.2,30,767,142,-3636.8,0
53812,11795,34,2461,234,-3978,0
3470.4,5295.9,28,133,51,-799.32,2
96524,12797,186,4247,258,-7440.8,0
18353,9547.6,33,773,169,-4410.3,4
1.25E+05,14371,36,5114,315,-8122.9,0
34466,9490.5,131,1690,209,-4617.7,4
38012,9632.9,49,2055,179,-3636.2,5
2180.4,3967.6,19,164,53,-1117.5,2
16673,7855.7,64,845,143,-2738.9,3
2.40E+05,14051,54,10217,307,-3984,0
1.40E+05,13798,187,6058,309,-6365.1,4
32779,8724.3,31,1867,185,-2671.7,0
1.16E+05,16052,52,4427,272,2149.7,3
70582,13865,44,3129,270,-5621.9,0
7542.7,5766.1,70,458,103,-1786.2,2
17734,8463,11,851,149,-4714.2,0
1.88E+05,12830,148,7952,294,-8816.4,0
12037,8539.7,81,694,128,-2562.4,3
1.02E+05,12447,117,4148,274,-7019.8,0
1.45E+05,14741,178,6056,308,-6186,4
4742,6626.3,18,294,105,-3355.9,0
69383,13233,30,2902,264,-5859.6,0
39041,10898,20,1886,195,-2167.6,4
7174.5,6187.9,52,546,93,-1616.4,4
4223.6,5114.7,14,318,80,-733.98,2
3379.5,5633.5,15,204,85,-2660.9,4
26644,8550.3,27,1363,157,-2239.3,3
43578,11379,63,2060,223,-3060.3,3
8410.4,6826.2,28,519,107,-2168.9,0
12006,7383,26,767,146,-1608.2,0
10399,6706.7,16,688,109,-2759.9,3
13373,7262.9,48,725,110,-3637.7,0
47324,13111,49,2195,299,-7633.2,0
1511.4,5825.1,23,105,78,-1354.9,0
1.61E+05,16094,74,6744,352,-7668.2,2
80794,15067,41,3545,285,-6724.8,0
71738,12562,26,3212,261,-5545.1,5
39349,10781,28,2117,194,-3954.4,4
26559,10468,3,623,126,-2812,0
1.98E+05,16206,54,7460,389,-9119.2,5
4.15E+05,21751,65,14125,474,-5530.6,3
1.63E+05,15886,156,6300,399,-6995.1,0
4005.4,7182.2,68,250,101,-2281.8,4
1.08E+05,15936,41,4620,323,-5079.9,5
34556,9819.8,122,1692,208,-4461.7,5
10305,6765,43,656,107,-3405.6,0
69920,12797,63,3053,266,-6881.2,0
48078,11563,27,1413,166,-1409.6,5
38043,10272,135,1751,204,-4167.5,2
26212,7497.6,96,1520,157,-2980,4
8759.8,6480.5,22,583,113,-2796.9,0
91896,13907,67,3884,254,-5790.8,4
37733,11067,100,1751,205,-3839.8,3
3132,4675.9,36,249,72,-1231.4,3
6418,7374,66,401,108,-2426.1,0
20246,8466.6,115,1162,163,-3480.6,4
1.43E+05,13999,163,6057,309,-6160.5,4
83994,10584,17,3449,219,-2350.9,3
12426,9006.7,92,618,135,-2674,3
59051,11854,77,2760,324,-7232.4,0
37872,11150,119,1751,205,-3577.4,2
2.98E+05,23807,95,8351,536,-8829,3
68.118,2860.9,96,4,32,-156.51,4
34286,10822,36,1414,166,-1878.7,4
35463,11604,31,1111,166,-914.08,3
1.17E+05,11373,155,5416,273,-8826,0
53226,10107,21,2598,189,-3238.8,4
1.05E+05,16156,58,3633,291,-23372,0
16119,9294,73,853,175,-5213.8,0
42647,13641,46,1580,233,-3591.2,3
4.11E+05,21438,55,14125,474,-6309,2
23906,9573.7,23,1260,172,-3603.4,0
61038,13051,38,2754,246,-4339.3,4
38246,9979.1,122,1753,200,-5813.9,0
68796,11223,144,3373,246,-5152.6,1
17747,9127.7,19,937,186,-3208.3,0
1443.7,3864.3,41,133,52,-989.34,2
4763.4,5590.4,21,344,86,-1009.8,1
1.06E+06,31189,467,26725,724,-9678.4,0
13687,9044.7,15,728,147,-2889.8,4
34331,9418.5,85,1922,176,-3574.4,4
26106,8905.7,27,1364,157,-1719.6,3
3458.6,5194,50,132,51,-821.99,3
82074,13131,61,3889,283,-6134.6,0
7285.2,5726.4,50,545,93,-1644.2,3
1.15E+05,15947,52,4427,272,-4469.5,2
3168.5,5105.6,44,249,72,-1148.5,2
1.63E+05,17732,77,6745,351,-7361.4,2
26714,8264.6,30,1364,156,-3700.6,2
4332.8,5018.3,14,317,80,-1820.8,2
17100,9849.4,76,972,173,-3855.9,4
27745,10321,40,1520,194,-2227.7,5
1.21E+05,16723,43,4824,379,-9411.2,0
38391,8920.5,50,2055,179,-3865,5
38165,9198.9,38,2055,180,-3832.4,5
81611,16203,200,2744,299,-9217.1,0
1.85E+05,13879,149,7085,286,-7719.6,0
14205,7326.6,86,808,121,-2321.4,3
1.05E+05,13869,66,4428,277,-6957,0
36965,10457,35,2118,193,-3676.8,3
16793,10249,21,556,138,-3005.2,0
27591,10043,54,1309,177,-3515.7,0
85348,13733,108,3296,260,-6828.1,0
8709.2,6609.7,45,488,110,-2538.7,0
9187.2,7526.4,22,554,138,-3124.2,2
10503,6863.5,14,688,109,-3177.9,3
62493,12054,42,2671,215,-4118.6,0
3.76E+05,18690,297,12663,493,-15484,0
13820,6803.7,12,804,97,-1516.7,2
69333,13204,108,3372,248,-4348.4,2
49441,8836.5,35,2598,188,373.95,5
22707,10800,29,1115,211,-4853,0
1.71E+05,13436,43,7577,357,-5772.4,0
89326,13214,57,3886,254,-4849.2,4
23161,8350.5,16,1356,150,-4453.7,0
9269.9,7130.2,17,555,139,-3157.8,3
2976.1,4754.9,47,224,67,-1311.2,4
4.69E+05,21865,64,15505,482,-14501,2
33989,9480.9,126,1691,209,-4513.6,4
1.77E+05,16665,60,5317,341,-10100,0
28285,10201,21,1521,194,-2288.9,4
50924,9979.1,62,2192,223,-4699.3,2
3492.4,4894.5,49,132,52,-911.95,2
1.13E+05,11975,44,4906,235,-3249.4,2
13686,8931.8,14,728,149,-2830.9,4
2.80E+05,23497,76,9276,469,-9602.6,5
12473,10148,87,620,136,-2521.3,4
57689,10540,137,2904,218,-4490.1,3
26375,8139.6,25,1415,166,-3959.5,4
2.01E+05,16618,42,7459,391,-9366.9,4
2.45E+05,20401,81,8870,539,-12397,3
70869,11779,109,3372,246,-4840,2
4353.4,5501.9,15,293,88,-679.64,1
73494,12136,27,3630,249,-3820.4,2
31062,11318,54,1468,208,-4898.2,0
6797.3,7645,12,395,119,-2060.3,5
83982,10215,141,4150,245,-4048.2,0
1.46E+05,14535,61,5845,314,-5130.9,5
16419,8505.3,81,844,142,-2736.3,3
28081,8890.6,24,1363,156,-1849.1,4
15693,8520.8,101,935,138,-2947.5,0
47592,9538.6,286,2528,190,-5321.2,0
1.16E+06,32060,197,31312,943,-25291,0
84271,10773,19,3450,220,-1279.1,3
49.641,2621.2,7,5,33,-395.08,2
8474.2,8015,16,545,136,-5109.3,0
12948,7259.2,19,805,133,-2795.1,4
9418.1,7590.1,70,517,106,-1869.3,5
26581,9391.1,67,1415,165,-2209.3,3
91780,13996,66,3886,254,-5640.7,4
1464.8,4253.7,40,134,53,-917,2
32123,9258.9,79,1922,175,-3610.2,3
3028.3,4814.5,37,249,72,-1183.6,2
47445,11665,25,2188,216,-5190.8,3
61752,13347,29,2754,248,-4830.3,3
67583,10981,46,3146,269,-5248.6,0
77391,13115,97,3467,321,-6973.5,5
14348,9317.3,21,729,149,-2885.1,4
